userEmail,projectSelected,dateStart,dateEnd,taskSelected,commentAdded,d0,d1,d2,d3,d4,d5,d6,activityName
omills@example.net,Bell-Henderson Project,02-10-2022,08-10-2022,,,10.0,,1.0,1.0,5.0,,,BAU Activity
christophersnyder@example.com,Lyons-Harrison Initiative,26-06-2022,02-07-2022,,,4.0,,12.0,,,,,Sales Activity
ahuber@example.org,"Johnson, Williams and Stanley Solution",19-06-2022,25-06-2022,,,,,,5.0,,1.0,1.0,BAU Activity
lanekimberly@example.net,Sanchez Inc Initiative,24-03-2024,30-03-2024,,,,4.0,,,5.0,4.0,12.0,Sales Activity
christiejohnson@example.net,"Smith, Richard and Arroyo Project",26-11-2023,02-12-2023,,Hopeful for a successful outcome,,2.0,,12.0,1.0,9.0,,BAU Activity
rachel30@example.org,Yoder Inc Initiative,13-11-2022,19-11-2022,,,2.0,5.0,,6.0,6.0,8.0,0.0,Sales Activity
masonjames@example.org,"Silva, Wright and Schmidt Initiative",20-08-2023,26-08-2023,,,2.0,3.0,,9.0,,,,Sales Activity
walkerjohn@example.com,Williams LLC Initiative,19-11-2023,25-11-2023,,,,5.0,,4.0,6.0,,,Sales Activity
pmartin@example.org,White-Lozano Project,10-04-2022,16-04-2022,,Looking forward to the challenge,,,5.0,,5.0,7.0,,BAU Activity
lwatson@example.com,"Rice, Jones and Harris Initiative",17-07-2022,23-07-2022,,Eager to collaborate with the team,,5.0,2.0,,12.0,,11.0,BAU Activity
barry91@example.net,Nolan-Clark Initiative,11-12-2022,17-12-2022,,Ready to dive in,3.0,3.0,,10.0,4.0,4.0,,Sales Activity
michaelgillespie@example.org,Bailey-Jimenez Solution,09-04-2023,15-04-2023,,Feeling optimistic about this project,0.0,,,5.0,,1.0,2.0,Sales Activity
tanyaaguirre@example.com,Shaw-Lara Solution,06-08-2023,12-08-2023,,,11.0,4.0,12.0,0.0,5.0,5.0,1.0,Sales Activity
wanda85@example.com,"Silva, Wright and Schmidt Initiative",22-01-2023,28-01-2023,,,3.0,6.0,6.0,6.0,3.0,6.0,6.0,BAU Activity
garyrobinson@example.net,Lyons-Harrison Initiative,31-07-2022,06-08-2022,,,2.0,,,4.0,4.0,4.0,0.0,BAU Activity
mnorton@example.net,Harrison LLC Solution,26-03-2023,01-04-2023,,,,,,,4.0,,,Sales Activity
qrobinson@example.com,Morgan Inc Project,15-05-2022,21-05-2022,,Can't wait to see the end result,2.0,,5.0,4.0,,,,Sales Activity
george10@example.net,Ford-Gibson Project,23-10-2022,29-10-2022,,Feeling optimistic about this project,,,6.0,,6.0,2.0,,BAU Activity
wwaters@example.net,"Smith, Richard and Arroyo Project",06-11-2022,12-11-2022,,Excited to get started!,1.0,5.0,4.0,6.0,6.0,8.0,7.0,BAU Activity
tfletcher@example.org,Ford-Gibson Project,16-04-2023,22-04-2023,,,10.0,,4.0,,,,1.0,BAU Activity
wchapman@example.com,Nguyen-Cox Initiative,03-03-2024,09-03-2024,,Feeling optimistic about this project,,8.0,6.0,,,5.0,3.0,BAU Activity
christophervelez@example.net,Harris-Randolph Initiative,11-09-2022,17-09-2022,,Excited to get started!,,4.0,8.0,3.0,5.0,5.0,2.0,Sales Activity
karen91@example.org,Sanchez Inc Initiative,28-05-2023,03-06-2023,,Excited to get started!,,6.0,5.0,5.0,3.0,4.0,11.0,Sales Activity
patrick21@example.net,Warren-Ingram Initiative,16-07-2023,22-07-2023,,Excited to get started!,8.0,5.0,5.0,12.0,4.0,,,BAU Activity
charlesmccarthy@example.net,Thomas Inc Project,02-04-2023,08-04-2023,,Excited to get started!,12.0,5.0,,,,,1.0,BAU Activity
olopez@example.org,"Monroe, Campbell and Mack Initiative",05-11-2023,11-11-2023,,,,,6.0,,12.0,,8.0,Sales Activity
ymann@example.net,Warren-Ingram Initiative,15-05-2022,21-05-2022,,,,,,0.0,4.0,3.0,9.0,Sales Activity
angelabanks@example.net,Weaver Group Solution,26-06-2022,02-07-2022,,Ready to dive in,11.0,11.0,12.0,5.0,0.0,6.0,2.0,Sales Activity
juan62@example.com,"Adams, Stewart and Thompson Initiative",12-02-2023,18-02-2023,,Ready to dive in,3.0,6.0,12.0,,,12.0,1.0,Sales Activity
jerry57@example.net,"Johnson, Williams and Stanley Solution",10-12-2023,16-12-2023,,Can't wait to see the end result,0.0,,5.0,5.0,8.0,6.0,3.0,Sales Activity
sydneyholland@example.net,Harris-Randolph Initiative,02-07-2023,08-07-2023,,Can't wait to see the end result,2.0,6.0,6.0,,6.0,6.0,1.0,Sales Activity
zconrad@example.org,"Lopez, Ramirez and Harris Initiative",21-08-2022,27-08-2022,,Looking forward to the challenge,2.0,4.0,1.0,,,4.0,9.0,BAU Activity
byoung@example.com,Shaffer-Donovan Initiative,14-08-2022,20-08-2022,,,11.0,9.0,6.0,5.0,,6.0,,BAU Activity
kbarnes@example.com,Nguyen-Cox Initiative,01-05-2022,07-05-2022,,,,4.0,6.0,5.0,6.0,,2.0,BAU Activity
scole@example.org,Lyons-Harrison Initiative,24-12-2023,30-12-2023,,,,,6.0,,5.0,6.0,,Sales Activity
jackson20@example.net,Warren-Ingram Initiative,23-10-2022,29-10-2022,,Eager to collaborate with the team,2.0,7.0,5.0,7.0,4.0,8.0,0.0,Sales Activity
williamedwards@example.com,"Lopez, Ramirez and Harris Initiative",18-02-2024,24-02-2024,,Ready to dive in,,,7.0,7.0,,,,BAU Activity
katiemorales@example.org,Warren-Ingram Initiative,01-10-2023,07-10-2023,,,,4.0,,4.0,5.0,,3.0,BAU Activity
gallagherevan@example.com,"Lam, Fisher and Abbott Project",07-05-2023,13-05-2023,,,,8.0,6.0,,4.0,1.0,2.0,Sales Activity
john99@example.org,Wright PLC Solution,29-10-2023,04-11-2023,,,1.0,,5.0,2.0,4.0,0.0,2.0,Sales Activity
hollandtimothy@example.org,Hale-Aguilar Solution,21-08-2022,27-08-2022,,Ready to dive in,2.0,5.0,9.0,,4.0,5.0,10.0,BAU Activity
fhaynes@example.net,Bell-Henderson Project,08-01-2023,14-01-2023,,,3.0,6.0,,,9.0,9.0,4.0,Sales Activity
waremary@example.org,Thomas Inc Project,09-07-2023,15-07-2023,,Eager to collaborate with the team,10.0,,4.0,,,6.0,0.0,BAU Activity
judith36@example.org,"Rice, Jones and Harris Initiative",16-10-2022,22-10-2022,,Looking forward to the challenge,0.0,,5.0,,,6.0,0.0,Sales Activity
nealgabriel@example.com,"Rice, Jones and Harris Initiative",19-11-2023,25-11-2023,,Can't wait to see the end result,0.0,3.0,4.0,,12.0,10.0,,BAU Activity
christinatran@example.net,Lewis PLC Project,04-06-2023,10-06-2023,,Can't wait to see the end result,3.0,,11.0,,5.0,7.0,,BAU Activity
khanjason@example.org,"Monroe, Campbell and Mack Initiative",25-02-2024,02-03-2024,,Ready to dive in,,4.0,,4.0,2.0,4.0,0.0,BAU Activity
malik93@example.com,Nolan-Clark Initiative,14-01-2024,20-01-2024,,Hopeful for a successful outcome,10.0,,4.0,,12.0,6.0,1.0,BAU Activity
justinjenkins@example.com,"Lam, Fisher and Abbott Project",16-07-2023,22-07-2023,,,4.0,4.0,5.0,10.0,5.0,,,Sales Activity
darlenethompson@example.org,Shaw-Lara Solution,23-04-2023,29-04-2023,,Eager to collaborate with the team,,4.0,,,12.0,,12.0,Sales Activity
christian97@example.net,Pierce and Sons Solution,15-10-2023,21-10-2023,,Can't wait to see the end result,0.0,,4.0,4.0,,0.0,,BAU Activity
olynn@example.org,Vasquez PLC Initiative,26-06-2022,02-07-2022,,,,,9.0,5.0,,8.0,10.0,Sales Activity
crasmussen@example.net,"Webster, Wiley and Phillips Project",24-04-2022,30-04-2022,,,0.0,11.0,4.0,1.0,,5.0,2.0,Sales Activity
lwelch@example.net,Bailey-Jimenez Solution,19-06-2022,25-06-2022,,Feeling motivated,8.0,7.0,4.0,6.0,5.0,10.0,3.0,Sales Activity
amymartin@example.com,"Johnson, Williams and Stanley Solution",31-03-2024,06-04-2024,,,1.0,0.0,4.0,5.0,4.0,5.0,11.0,BAU Activity
barbara52@example.net,Lewis PLC Project,12-06-2022,18-06-2022,,,,4.0,2.0,8.0,5.0,4.0,0.0,BAU Activity
williamfriedman@example.com,Yoder Inc Initiative,31-12-2023,06-01-2024,,Excited to get started!,2.0,,,5.0,2.0,,0.0,BAU Activity
uroach@example.org,Nguyen-Cox Initiative,13-11-2022,19-11-2022,,Eager to collaborate with the team,3.0,4.0,5.0,8.0,4.0,9.0,1.0,BAU Activity
lindseyrodriguez@example.net,Harrison LLC Solution,15-10-2023,21-10-2023,,,,5.0,6.0,5.0,,,,BAU Activity
chouston@example.org,Bailey-Jimenez Solution,09-10-2022,15-10-2022,,,3.0,4.0,4.0,6.0,,,0.0,Sales Activity
adamsgregory@example.net,Harris-Randolph Initiative,05-11-2023,11-11-2023,,Excited to get started!,2.0,9.0,6.0,4.0,6.0,8.0,3.0,Sales Activity
michaelgillespie@example.org,Lam-Garrison Initiative,08-01-2023,14-01-2023,,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,Sales Activity
ratkins@example.net,"Rice, Jones and Harris Initiative",28-08-2022,03-09-2022,,Ready to dive in,12.0,,5.0,4.0,4.0,4.0,0.0,Sales Activity
kaitlin83@example.org,Yoder Inc Initiative,10-09-2023,16-09-2023,,Looking forward to the challenge,,11.0,2.0,9.0,5.0,,2.0,BAU Activity
marydavis@example.net,Harrison LLC Solution,05-11-2023,11-11-2023,,Eager to collaborate with the team,5.0,7.0,5.0,,5.0,5.0,,Sales Activity
bhayes@example.org,Shaw-Lara Solution,22-05-2022,28-05-2022,,Can't wait to see the end result,3.0,5.0,5.0,4.0,9.0,6.0,2.0,BAU Activity
martinezchristopher@example.com,Hale-Aguilar Solution,13-11-2022,19-11-2022,,Looking forward to the challenge,1.0,9.0,4.0,0.0,,6.0,,Sales Activity
ricejohn@example.net,"Johnson, Williams and Stanley Solution",19-03-2023,25-03-2023,,Can't wait to see the end result,,7.0,5.0,,0.0,5.0,,BAU Activity
wmontgomery@example.com,Warren-Ingram Initiative,26-06-2022,02-07-2022,,Ready to dive in,0.0,,6.0,10.0,4.0,4.0,3.0,Sales Activity
waremary@example.org,Thomas Inc Project,23-07-2023,29-07-2023,,Feeling optimistic about this project,0.0,2.0,4.0,3.0,7.0,,2.0,BAU Activity
jasonodom@example.net,Davis-Sullivan Project,09-10-2022,15-10-2022,,,3.0,2.0,11.0,2.0,5.0,10.0,2.0,Sales Activity
sarah68@example.net,Yoder Inc Initiative,17-03-2024,23-03-2024,,,9.0,8.0,5.0,6.0,3.0,10.0,,BAU Activity
scole@example.org,Lyons-Harrison Initiative,28-05-2023,03-06-2023,,,1.0,1.0,5.0,6.0,5.0,3.0,,BAU Activity
nmoran@example.net,Walker-Evans Initiative,19-06-2022,25-06-2022,,Looking forward to the challenge,1.0,1.0,,,6.0,,,Sales Activity
jenniferhopkins@example.org,Boyer Inc Solution,12-06-2022,18-06-2022,,,,6.0,4.0,4.0,4.0,2.0,,Sales Activity
makaylawilliams@example.net,"Monroe, Campbell and Mack Initiative",17-09-2023,23-09-2023,,Can't wait to see the end result,6.0,3.0,,3.0,4.0,4.0,3.0,BAU Activity
courtneyflynn@example.com,Morgan Inc Project,02-04-2023,08-04-2023,,Eager to collaborate with the team,2.0,,8.0,3.0,12.0,5.0,0.0,Sales Activity
kellyjacobs@example.org,Ford-Gibson Project,31-07-2022,06-08-2022,,Can't wait to see the end result,8.0,,5.0,,9.0,7.0,0.0,BAU Activity
vwilliams@example.com,Bell-Henderson Project,23-10-2022,29-10-2022,,,12.0,,2.0,4.0,9.0,7.0,,Sales Activity
joshuasimpson@example.net,"Rice, Jones and Harris Initiative",24-03-2024,30-03-2024,,Ready to dive in,3.0,,4.0,4.0,4.0,5.0,0.0,BAU Activity
melanie01@example.net,Lucas Inc Initiative,28-01-2024,03-02-2024,,Excited to get started!,3.0,,5.0,,4.0,5.0,,BAU Activity
jerry71@example.org,"Webster, Wiley and Phillips Project",13-08-2023,19-08-2023,,Feeling optimistic about this project,,8.0,,4.0,,,1.0,BAU Activity
warren20@example.net,Williams LLC Initiative,11-12-2022,17-12-2022,,,,9.0,12.0,4.0,4.0,,,BAU Activity
christopher30@example.net,Morgan Inc Project,22-10-2023,28-10-2023,,,2.0,4.0,,,8.0,4.0,,BAU Activity
ppennington@example.com,"Silva, Wright and Schmidt Initiative",06-08-2023,12-08-2023,,,2.0,6.0,5.0,5.0,,4.0,1.0,Sales Activity
nelsonmark@example.com,Lewis PLC Project,25-02-2024,02-03-2024,,Feeling optimistic about this project,1.0,6.0,12.0,4.0,,,,Sales Activity
hillstacy@example.org,Martinez Inc Solution,16-04-2023,22-04-2023,,,5.0,4.0,4.0,5.0,9.0,5.0,3.0,Sales Activity
greenkristin@example.net,Martinez Inc Solution,11-09-2022,17-09-2022,,,3.0,2.0,4.0,6.0,,,0.0,BAU Activity
kimwilliam@example.org,Boyer Inc Solution,15-10-2023,21-10-2023,,Can't wait to see the end result,8.0,4.0,7.0,12.0,2.0,,0.0,BAU Activity
melaniehudson@example.com,Lewis PLC Project,12-02-2023,18-02-2023,,Feeling optimistic about this project,2.0,4.0,,5.0,1.0,3.0,2.0,BAU Activity
yhudson@example.org,Williams LLC Initiative,17-04-2022,23-04-2022,,,,4.0,4.0,,,4.0,1.0,BAU Activity
joycejennifer@example.com,Harris-Randolph Initiative,08-05-2022,14-05-2022,,,3.0,6.0,,1.0,,,0.0,BAU Activity
gina82@example.com,Boyer Inc Solution,23-10-2022,29-10-2022,,,3.0,8.0,4.0,6.0,,5.0,,BAU Activity
allenjorge@example.com,Warren-Ingram Initiative,15-10-2023,21-10-2023,,,1.0,7.0,,11.0,4.0,5.0,4.0,BAU Activity
upeters@example.net,Harrison LLC Solution,11-12-2022,17-12-2022,,,,11.0,1.0,1.0,1.0,3.0,10.0,Sales Activity
carlsondennis@example.org,"Adams, Stewart and Thompson Initiative",17-03-2024,23-03-2024,,Hopeful for a successful outcome,3.0,,,2.0,2.0,4.0,6.0,BAU Activity
xwallace@example.org,Singh Ltd Solution,11-09-2022,17-09-2022,,Looking forward to the challenge,0.0,,6.0,0.0,4.0,,0.0,Sales Activity
bonnie72@example.com,Bailey-Jimenez Solution,18-02-2024,24-02-2024,,,,,,12.0,12.0,5.0,9.0,BAU Activity
mbrown@example.net,Ford-Gibson Project,02-07-2023,08-07-2023,,Can't wait to see the end result,0.0,5.0,9.0,7.0,6.0,6.0,2.0,BAU Activity
norriscolleen@example.org,Singh Ltd Solution,19-06-2022,25-06-2022,,,,0.0,4.0,6.0,,,3.0,Sales Activity
samantha81@example.net,Lewis PLC Project,03-09-2023,09-09-2023,,,,6.0,5.0,,5.0,5.0,,BAU Activity
cookpatrick@example.net,White-Lozano Project,24-09-2023,30-09-2023,,,,,,,5.0,0.0,1.0,Sales Activity
ryansara@example.org,Lewis PLC Project,04-12-2022,10-12-2022,,,4.0,5.0,4.0,,5.0,5.0,2.0,Sales Activity
karen91@example.org,Nolan-Clark Initiative,02-10-2022,08-10-2022,,,1.0,0.0,4.0,1.0,1.0,5.0,10.0,Sales Activity
timothyholland@example.com,"Lam, Fisher and Abbott Project",25-12-2022,31-12-2022,,Hopeful for a successful outcome,2.0,4.0,,,4.0,4.0,2.0,BAU Activity
robert59@example.net,Wright PLC Solution,12-06-2022,18-06-2022,,Can't wait to see the end result,1.0,6.0,,6.0,5.0,5.0,6.0,Sales Activity
markterry@example.com,White-Lozano Project,08-05-2022,14-05-2022,,,2.0,0.0,1.0,6.0,,11.0,10.0,Sales Activity
qrice@example.com,Lyons-Harrison Initiative,08-10-2023,14-10-2023,,,0.0,5.0,,,4.0,8.0,,BAU Activity
carpenternicole@example.org,"Webster, Wiley and Phillips Project",08-10-2023,14-10-2023,,,,6.0,5.0,6.0,7.0,,9.0,Sales Activity
burtonmark@example.net,Knox-Pope Initiative,21-05-2023,27-05-2023,,,,4.0,4.0,,2.0,,,Sales Activity
jenniferjones@example.org,Nguyen-Cox Initiative,25-09-2022,01-10-2022,,,0.0,,6.0,,5.0,4.0,0.0,Sales Activity
michelle71@example.com,"Adams, Stewart and Thompson Initiative",14-05-2023,20-05-2023,,Feeling motivated,,6.0,4.0,4.0,9.0,11.0,0.0,Sales Activity
dustinrodriguez@example.com,"Johnson, Williams and Stanley Solution",17-12-2023,23-12-2023,,Feeling optimistic about this project,,,10.0,5.0,6.0,,5.0,Sales Activity
wgonzalez@example.com,"Johnson, Pierce and Davis Project",16-10-2022,22-10-2022,,,1.0,,3.0,,11.0,7.0,0.0,BAU Activity
vangadam@example.net,Rodriguez-Fletcher Solution,31-07-2022,06-08-2022,,Can't wait to see the end result,12.0,,10.0,0.0,5.0,4.0,,Sales Activity
tmccarty@example.com,Carson-Clayton Initiative,01-01-2023,07-01-2023,,,12.0,6.0,2.0,5.0,8.0,12.0,,Sales Activity
kclark@example.com,Warren-Ingram Initiative,31-07-2022,06-08-2022,,Eager to collaborate with the team,0.0,2.0,5.0,5.0,5.0,,5.0,Sales Activity
sheilanelson@example.com,"Webster, Wiley and Phillips Project",24-04-2022,30-04-2022,,,,5.0,12.0,11.0,5.0,4.0,1.0,BAU Activity
jasonmiller@example.com,Lucas Inc Initiative,05-02-2023,11-02-2023,,Feeling motivated,,,5.0,6.0,4.0,10.0,7.0,Sales Activity
thomasjermaine@example.net,"Adams, Stewart and Thompson Initiative",21-01-2024,27-01-2024,,Ready to dive in,,8.0,10.0,10.0,,4.0,1.0,BAU Activity
lho@example.net,"Johnson, Pierce and Davis Project",15-01-2023,21-01-2023,,,3.0,6.0,,4.0,6.0,12.0,0.0,Sales Activity
kingerin@example.net,Hale-Aguilar Solution,10-12-2023,16-12-2023,,,2.0,,,9.0,5.0,,,BAU Activity
torresjonathan@example.com,"Hale, Gray and Martinez Initiative",01-01-2023,07-01-2023,,Looking forward to the challenge,0.0,4.0,4.0,,1.0,6.0,1.0,Sales Activity
keith70@example.com,Lam-Garrison Initiative,15-05-2022,21-05-2022,,Excited to get started!,7.0,12.0,,4.0,4.0,,2.0,BAU Activity
bgonzalez@example.net,Roberts Ltd Initiative,23-10-2022,29-10-2022,,Feeling optimistic about this project,,4.0,5.0,4.0,2.0,,0.0,BAU Activity
kathleen96@example.net,"Adams, Stewart and Thompson Initiative",08-01-2023,14-01-2023,,Ready to dive in,,4.0,8.0,9.0,5.0,5.0,1.0,BAU Activity
kimnielsen@example.net,Martinez Inc Solution,07-08-2022,13-08-2022,,Eager to collaborate with the team,1.0,4.0,12.0,,5.0,2.0,0.0,Sales Activity
ypreston@example.com,Nolan-Clark Initiative,23-07-2023,29-07-2023,,,0.0,6.0,9.0,2.0,5.0,,,Sales Activity
nataliewatson@example.net,Walker-Evans Initiative,22-10-2023,28-10-2023,,,,9.0,6.0,,,,11.0,BAU Activity
tiffanydixon@example.org,"Webster, Wiley and Phillips Project",29-05-2022,04-06-2022,,,,6.0,,6.0,3.0,12.0,1.0,BAU Activity
hudsonwilliam@example.org,Sanchez Inc Initiative,18-06-2023,24-06-2023,,,,10.0,,,,5.0,0.0,BAU Activity
dwhitney@example.com,"Lopez, Ramirez and Harris Initiative",28-01-2024,03-02-2024,,,0.0,4.0,4.0,11.0,6.0,5.0,3.0,Sales Activity
wtaylor@example.org,Boyer Inc Solution,11-06-2023,17-06-2023,,Hopeful for a successful outcome,7.0,,4.0,,,12.0,7.0,Sales Activity
lkeller@example.net,Bailey-Jimenez Solution,12-03-2023,18-03-2023,,Ready to dive in,,,,6.0,9.0,,1.0,Sales Activity
danielle70@example.org,"Smith, Richard and Arroyo Project",31-12-2023,06-01-2024,,Eager to collaborate with the team,1.0,,5.0,,,3.0,1.0,Sales Activity
leecynthia@example.com,Bailey-Jimenez Solution,25-09-2022,01-10-2022,,,2.0,5.0,,1.0,,0.0,,Sales Activity
bcallahan@example.net,Weaver Group Solution,22-01-2023,28-01-2023,,Can't wait to see the end result,8.0,4.0,3.0,2.0,,4.0,0.0,BAU Activity
pclark@example.org,Miller Group Project,01-01-2023,07-01-2023,,Excited to get started!,2.0,0.0,11.0,,6.0,6.0,1.0,BAU Activity
brianmoore@example.net,Roberts Ltd Initiative,22-01-2023,28-01-2023,,,0.0,5.0,1.0,12.0,,5.0,5.0,Sales Activity
luis11@example.org,"Monroe, Campbell and Mack Initiative",30-10-2022,05-11-2022,,,0.0,,,6.0,,5.0,0.0,BAU Activity
lucaspamela@example.com,Williams LLC Initiative,30-04-2023,06-05-2023,,,1.0,12.0,5.0,6.0,6.0,,,Sales Activity
danielle86@example.org,Knox-Pope Initiative,14-08-2022,20-08-2022,,Feeling motivated,11.0,6.0,5.0,12.0,5.0,,1.0,Sales Activity
sean10@example.org,Wright PLC Solution,05-03-2023,11-03-2023,,,0.0,3.0,4.0,6.0,7.0,6.0,,Sales Activity
jacob15@example.org,Bailey-Jimenez Solution,12-02-2023,18-02-2023,,,,,,7.0,,1.0,,Sales Activity
tanyaaguirre@example.com,Shaw-Lara Solution,19-03-2023,25-03-2023,,,4.0,5.0,11.0,3.0,7.0,11.0,0.0,Sales Activity
ballbrandon@example.com,Shaffer-Donovan Initiative,19-06-2022,25-06-2022,,,2.0,6.0,6.0,,,12.0,2.0,Sales Activity
nsmith@example.net,"Johnson, Williams and Stanley Solution",15-05-2022,21-05-2022,,,,,,4.0,3.0,,1.0,BAU Activity
tball@example.org,Thomas Inc Project,17-03-2024,23-03-2024,,,,,7.0,,12.0,0.0,,Sales Activity
michelle36@example.net,Rodriguez-Fletcher Solution,17-04-2022,23-04-2022,,Feeling motivated,,,10.0,4.0,0.0,4.0,,Sales Activity
pevans@example.net,Roberts Ltd Initiative,04-12-2022,10-12-2022,,,3.0,5.0,1.0,8.0,4.0,5.0,2.0,Sales Activity
jfoley@example.net,Lyons-Harrison Initiative,08-05-2022,14-05-2022,,Looking forward to the challenge,12.0,,8.0,6.0,,5.0,0.0,BAU Activity
vthomas@example.com,"Johnson, Williams and Stanley Solution",11-09-2022,17-09-2022,,Looking forward to the challenge,1.0,5.0,6.0,,6.0,,9.0,Sales Activity
kathryn12@example.net,Morgan Inc Project,18-12-2022,24-12-2022,,,6.0,6.0,6.0,6.0,,8.0,1.0,BAU Activity
jerry57@example.net,"Johnson, Williams and Stanley Solution",08-05-2022,14-05-2022,,Eager to collaborate with the team,2.0,4.0,4.0,8.0,4.0,12.0,3.0,Sales Activity
wtaylor@example.net,"Hale, Gray and Martinez Initiative",21-01-2024,27-01-2024,,,,11.0,,6.0,10.0,4.0,12.0,BAU Activity
thomashannah@example.com,Ford-Gibson Project,01-05-2022,07-05-2022,,Feeling motivated,0.0,3.0,,8.0,7.0,,6.0,Sales Activity
frank37@example.net,"Monroe, Campbell and Mack Initiative",16-10-2022,22-10-2022,,,,0.0,,5.0,,4.0,2.0,Sales Activity
kristenwoodward@example.net,Walker-Evans Initiative,30-07-2023,05-08-2023,,Hopeful for a successful outcome,3.0,4.0,6.0,,5.0,4.0,0.0,BAU Activity
kayla27@example.com,"Johnson, Williams and Stanley Solution",15-05-2022,21-05-2022,,Eager to collaborate with the team,1.0,4.0,11.0,,4.0,4.0,6.0,BAU Activity
gregorydennis@example.org,Williams LLC Initiative,12-06-2022,18-06-2022,,,0.0,4.0,5.0,6.0,,2.0,3.0,BAU Activity
edwardscarrie@example.com,Walker-Evans Initiative,16-04-2023,22-04-2023,,Excited to get started!,,2.0,4.0,5.0,,4.0,3.0,BAU Activity
uturner@example.org,Sanchez Inc Initiative,17-12-2023,23-12-2023,,,2.0,6.0,0.0,5.0,5.0,11.0,2.0,Sales Activity
pchristensen@example.org,"Johnson, Pierce and Davis Project",22-10-2023,28-10-2023,,Eager to collaborate with the team,0.0,4.0,6.0,10.0,,5.0,0.0,BAU Activity
brittanyperez@example.com,Morgan Inc Project,05-03-2023,11-03-2023,,Excited to get started!,,,8.0,8.0,6.0,6.0,1.0,BAU Activity
melissamurphy@example.org,Nguyen-Cox Initiative,14-01-2024,20-01-2024,,,5.0,8.0,4.0,,6.0,5.0,2.0,Sales Activity
amyweaver@example.net,"Monroe, Campbell and Mack Initiative",09-04-2023,15-04-2023,,,2.0,5.0,5.0,6.0,4.0,,2.0,Sales Activity
wilsonwilliam@example.net,Thomas Inc Project,08-05-2022,14-05-2022,,,1.0,4.0,4.0,5.0,,5.0,1.0,Sales Activity
ocarson@example.org,Davis-Sullivan Project,31-03-2024,06-04-2024,,Feeling motivated,2.0,,4.0,5.0,7.0,4.0,11.0,BAU Activity
stephaniereynolds@example.org,Thomas Inc Project,11-12-2022,17-12-2022,,,,5.0,,,,3.0,2.0,BAU Activity
ramirezian@example.org,Lam-Garrison Initiative,03-09-2023,09-09-2023,,Looking forward to the challenge,2.0,,6.0,4.0,6.0,0.0,7.0,Sales Activity
williamsjennifer@example.net,Love Inc Initiative,07-05-2023,13-05-2023,,,1.0,6.0,4.0,2.0,,6.0,5.0,Sales Activity
williammolina@example.net,Rodriguez-Fletcher Solution,21-05-2023,27-05-2023,,Ready to dive in,3.0,2.0,4.0,,,6.0,1.0,BAU Activity
dustinrodriguez@example.com,Lam-Garrison Initiative,14-08-2022,20-08-2022,,,,5.0,,5.0,,4.0,2.0,BAU Activity
aaronwatson@example.net,Pierce and Sons Solution,01-05-2022,07-05-2022,,,0.0,,4.0,,3.0,6.0,,BAU Activity
eric58@example.org,Lam-Garrison Initiative,14-08-2022,20-08-2022,,Looking forward to the challenge,7.0,,11.0,6.0,4.0,,,Sales Activity
jodiwilson@example.net,"Lopez, Ramirez and Harris Initiative",22-10-2023,28-10-2023,,,,,,4.0,6.0,,,BAU Activity
sarah58@example.net,Williams LLC Initiative,11-06-2023,17-06-2023,,,2.0,4.0,4.0,,0.0,5.0,,BAU Activity
xbrown@example.org,"Lam, Fisher and Abbott Project",10-03-2024,16-03-2024,,,,2.0,,,8.0,,1.0,Sales Activity
ronaldramos@example.com,Warren-Ingram Initiative,29-10-2023,04-11-2023,,,1.0,4.0,6.0,6.0,,,0.0,BAU Activity
laurawilson@example.org,Shaffer-Donovan Initiative,12-06-2022,18-06-2022,,,12.0,,4.0,,,5.0,1.0,BAU Activity
anitarobinson@example.org,Shaw-Lara Solution,15-01-2023,21-01-2023,,Ready to dive in,0.0,,,0.0,5.0,5.0,8.0,Sales Activity
podom@example.com,Pierce and Sons Solution,22-10-2023,28-10-2023,,,9.0,8.0,1.0,,,4.0,0.0,Sales Activity
cwilkinson@example.net,Carson-Clayton Initiative,10-03-2024,16-03-2024,,Ready to dive in,0.0,6.0,8.0,5.0,1.0,6.0,,Sales Activity
jeremiah16@example.org,"Hale, Gray and Martinez Initiative",04-12-2022,10-12-2022,,,,,4.0,6.0,6.0,1.0,1.0,BAU Activity
wongamanda@example.com,Thomas Inc Project,30-10-2022,05-11-2022,,,2.0,10.0,6.0,11.0,10.0,5.0,,Sales Activity
ctorres@example.com,Shaw-Lara Solution,01-10-2023,07-10-2023,,Feeling motivated,3.0,,5.0,3.0,6.0,6.0,10.0,Sales Activity
hunterkimberly@example.com,"Hale, Gray and Martinez Initiative",07-08-2022,13-08-2022,,,0.0,12.0,6.0,11.0,4.0,9.0,9.0,Sales Activity
amymiller@example.com,Hale-Aguilar Solution,30-07-2023,05-08-2023,,Hopeful for a successful outcome,5.0,2.0,,5.0,7.0,5.0,,Sales Activity
greenjonathan@example.net,Williams LLC Initiative,15-05-2022,21-05-2022,,Feeling motivated,0.0,,5.0,9.0,4.0,8.0,0.0,BAU Activity
ecarr@example.com,Thomas Inc Project,22-10-2023,28-10-2023,,,1.0,9.0,5.0,4.0,,4.0,,Sales Activity
phamallen@example.net,Lam-Garrison Initiative,10-07-2022,16-07-2022,,,11.0,2.0,,4.0,5.0,,,BAU Activity
