userEmail,projectSelected,dateStart,dateEnd,taskSelected,commentAdded,d0,d1,d2,d3,d4,d5,d6,activityName
collinslisa@example.org,Schneider and Sons Solution,01-10-2023,07-10-2023,,,3.0,5.0,4.0,5.0,,,0.0,BAU Activity
ginakelly@example.net,Cabrera Inc Project,01-01-2023,07-01-2023,,,0.0,8.0,6.0,2.0,4.0,5.0,0.0,Sales Activity
elara@example.net,Lindsey Inc Initiative,11-02-2024,17-02-2024,,Looking forward to the challenge,,,,11.0,5.0,,1.0,Sales Activity
griffinkelly@example.com,Ford LLC Solution,08-05-2022,14-05-2022,,Hopeful for a successful outcome,6.0,7.0,,1.0,4.0,,3.0,BAU Activity
ramoschristopher@example.com,Harris-Nicholson Project,03-09-2023,09-09-2023,,,5.0,5.0,,4.0,6.0,,,Sales Activity
brookeweaver@example.org,Abbott-Carter Solution,12-11-2023,18-11-2023,,Can't wait to see the end result,0.0,5.0,0.0,,,,3.0,Sales Activity
katherinecarson@example.com,Austin-Clark Project,02-10-2022,08-10-2022,,Looking forward to the challenge,,,6.0,4.0,,6.0,8.0,Sales Activity
jhendrix@example.org,"Lang, Allen and Hayes Solution",12-03-2023,18-03-2023,,,,,5.0,7.0,6.0,4.0,12.0,BAU Activity
icarey@example.org,"Turner, Evans and Reed Solution",07-05-2023,13-05-2023,,Feeling motivated,,,5.0,0.0,5.0,,10.0,Sales Activity
renee62@example.com,"Jimenez, Mendez and Lewis Initiative",14-01-2024,20-01-2024,,Feeling optimistic about this project,1.0,12.0,3.0,4.0,6.0,11.0,10.0,Sales Activity
markspencer@example.com,"Stevens, Andrews and Medina Initiative",08-05-2022,14-05-2022,,Looking forward to the challenge,1.0,,0.0,4.0,8.0,,1.0,BAU Activity
jonestiffany@example.org,Schneider and Sons Solution,22-10-2023,28-10-2023,,,,6.0,5.0,2.0,10.0,9.0,,Sales Activity
john14@example.net,Snow-Lee Project,18-12-2022,24-12-2022,,Eager to collaborate with the team,11.0,5.0,4.0,4.0,,5.0,2.0,BAU Activity
tburns@example.net,Harris-Nicholson Project,23-04-2023,29-04-2023,,Excited to get started!,,5.0,,5.0,5.0,,0.0,BAU Activity
robert58@example.com,"Adams, Mcgee and Baker Initiative",28-05-2023,03-06-2023,,Ready to dive in,6.0,6.0,6.0,5.0,5.0,4.0,4.0,BAU Activity
amyallen@example.com,"Sanchez, Jackson and Scott Initiative",04-02-2024,10-02-2024,,,0.0,5.0,4.0,,5.0,,,BAU Activity
foxwilliam@example.com,Simpson-Caldwell Project,22-01-2023,28-01-2023,,,3.0,5.0,3.0,,5.0,11.0,9.0,BAU Activity
richard07@example.org,"Brown, Sims and Davis Initiative",15-01-2023,21-01-2023,,Hopeful for a successful outcome,,5.0,5.0,,4.0,6.0,0.0,Sales Activity
nmaldonado@example.net,"Lang, Allen and Hayes Solution",01-10-2023,07-10-2023,,Excited to get started!,,5.0,11.0,,3.0,,0.0,Sales Activity
masoncook@example.com,Patrick Inc Initiative,03-09-2023,09-09-2023,,,1.0,3.0,6.0,5.0,1.0,4.0,,Sales Activity
steven50@example.net,Gonzalez-Becker Initiative,12-11-2023,18-11-2023,,Hopeful for a successful outcome,0.0,4.0,4.0,,6.0,6.0,1.0,Sales Activity
dennisdanielle@example.org,Stevenson-Johnson Project,12-03-2023,18-03-2023,,,,0.0,3.0,,,1.0,7.0,Sales Activity
lindseyward@example.com,Cabrera Inc Project,24-09-2023,30-09-2023,,Looking forward to the challenge,12.0,1.0,4.0,9.0,6.0,7.0,10.0,BAU Activity
katherinecarson@example.com,Austin-Clark Project,14-05-2023,20-05-2023,,,12.0,2.0,1.0,11.0,6.0,2.0,,Sales Activity
meghan08@example.com,Snow-Lee Project,07-05-2023,13-05-2023,,,11.0,,5.0,12.0,,6.0,3.0,Sales Activity
vazquezmary@example.org,Patrick Inc Initiative,06-11-2022,12-11-2022,,Ready to dive in,0.0,,,2.0,6.0,5.0,1.0,Sales Activity
andrealuna@example.com,Love Ltd Solution,30-07-2023,05-08-2023,,,3.0,6.0,,5.0,5.0,,3.0,Sales Activity
kevin03@example.com,"Lang, Allen and Hayes Solution",07-05-2023,13-05-2023,,Eager to collaborate with the team,0.0,,,4.0,1.0,5.0,10.0,Sales Activity
mkramer@example.com,"Sanchez, Jackson and Scott Initiative",08-05-2022,14-05-2022,,Can't wait to see the end result,1.0,,2.0,6.0,7.0,5.0,0.0,Sales Activity
coneal@example.com,Meyers-Nunez Project,18-09-2022,24-09-2022,,,,,9.0,11.0,,8.0,1.0,Sales Activity
kyliescott@example.com,"Mckinney, Ross and Reed Solution",22-05-2022,28-05-2022,,Feeling optimistic about this project,2.0,4.0,,2.0,7.0,,1.0,Sales Activity
kyoung@example.org,Ford LLC Solution,27-08-2023,02-09-2023,,,6.0,,6.0,10.0,6.0,3.0,0.0,BAU Activity
kathrynwilliams@example.org,Love Ltd Solution,08-05-2022,14-05-2022,,,0.0,6.0,12.0,4.0,11.0,,,Sales Activity
mckinneyemily@example.org,Lin-Johnson Solution,14-05-2023,20-05-2023,,Looking forward to the challenge,,6.0,4.0,7.0,12.0,4.0,8.0,BAU Activity
dhowell@example.com,"Adams, Mcgee and Baker Initiative",20-08-2023,26-08-2023,,,,4.0,,5.0,4.0,4.0,2.0,Sales Activity
laurie12@example.net,Taylor LLC Project,20-11-2022,26-11-2022,,Ready to dive in,2.0,,0.0,,,,1.0,Sales Activity
anthony96@example.com,"Adams, Mcgee and Baker Initiative",19-02-2023,25-02-2023,,,3.0,4.0,,,,,2.0,BAU Activity
rthomas@example.com,Moreno-Jackson Project,04-09-2022,10-09-2022,,,6.0,5.0,5.0,4.0,,,1.0,BAU Activity
leeashley@example.net,"Diaz, Lam and Maldonado Project",03-07-2022,09-07-2022,,,2.0,,8.0,8.0,,4.0,,BAU Activity
vincentchan@example.com,Lopez Inc Initiative,18-06-2023,24-06-2023,,Can't wait to see the end result,,,,,4.0,,0.0,Sales Activity
amber99@example.net,Taylor LLC Project,10-03-2024,16-03-2024,,,,5.0,,4.0,,4.0,,BAU Activity
nathanbowman@example.net,Hernandez-Wells Initiative,23-04-2023,29-04-2023,,Hopeful for a successful outcome,1.0,10.0,5.0,8.0,9.0,6.0,2.0,Sales Activity
brendasantos@example.com,Serrano and Sons Solution,19-02-2023,25-02-2023,,,8.0,0.0,4.0,4.0,4.0,5.0,,Sales Activity
brian70@example.net,Li-Schwartz Project,25-12-2022,31-12-2022,,Looking forward to the challenge,,9.0,,10.0,0.0,4.0,2.0,BAU Activity
faithjones@example.com,Lindsey Inc Initiative,08-01-2023,14-01-2023,,,3.0,12.0,5.0,,,4.0,0.0,Sales Activity
paulakeller@example.net,Hernandez-Wells Initiative,29-10-2023,04-11-2023,,Hopeful for a successful outcome,,,,5.0,7.0,,2.0,Sales Activity
james99@example.org,Lopez Inc Initiative,13-11-2022,19-11-2022,,,2.0,6.0,5.0,8.0,5.0,6.0,6.0,BAU Activity
kathrynwallace@example.com,"Gonzalez, Anderson and Walsh Project",05-06-2022,11-06-2022,,Excited to get started!,,,,,,4.0,0.0,BAU Activity
smorris@example.org,Ward-Berg Initiative,13-11-2022,19-11-2022,,Eager to collaborate with the team,,10.0,4.0,,6.0,6.0,7.0,BAU Activity
toddochoa@example.org,"Gonzalez, Anderson and Walsh Project",18-02-2024,24-02-2024,,,1.0,,,,,,2.0,BAU Activity
dherrera@example.net,Abbott-Carter Solution,29-10-2023,04-11-2023,,Excited to get started!,,7.0,5.0,,,4.0,,Sales Activity
patriciagonzales@example.com,"Sanchez, Jackson and Scott Initiative",20-11-2022,26-11-2022,,,5.0,5.0,3.0,5.0,6.0,,3.0,BAU Activity
kennethbates@example.com,Harris-Nicholson Project,01-01-2023,07-01-2023,,Excited to get started!,,,,6.0,3.0,4.0,5.0,BAU Activity
whitealison@example.net,"Austin, Barnes and Marquez Initiative",14-08-2022,20-08-2022,,Looking forward to the challenge,7.0,,,5.0,4.0,3.0,7.0,BAU Activity
oharris@example.net,Simpson-Caldwell Project,09-04-2023,15-04-2023,,Can't wait to see the end result,1.0,2.0,,4.0,9.0,,0.0,Sales Activity
pittmanpatricia@example.org,Schneider and Sons Solution,20-11-2022,26-11-2022,,,0.0,1.0,5.0,8.0,4.0,4.0,12.0,Sales Activity
vgallegos@example.com,Lindsey Inc Initiative,10-04-2022,16-04-2022,,Excited to get started!,1.0,7.0,1.0,,4.0,5.0,2.0,BAU Activity
kevinward@example.com,Love Ltd Solution,17-07-2022,23-07-2022,,,0.0,11.0,4.0,,,12.0,0.0,BAU Activity
cdavenport@example.com,Love Ltd Solution,22-01-2023,28-01-2023,,Looking forward to the challenge,2.0,4.0,5.0,5.0,5.0,,,Sales Activity
ricardo22@example.org,"Stevens, Andrews and Medina Initiative",17-03-2024,23-03-2024,,Can't wait to see the end result,9.0,7.0,6.0,4.0,4.0,0.0,1.0,Sales Activity
poolemark@example.com,Lopez Inc Initiative,22-10-2023,28-10-2023,,Can't wait to see the end result,11.0,1.0,,,4.0,,,Sales Activity
lmeyer@example.com,Hurley Group Project,26-06-2022,02-07-2022,,,0.0,,5.0,6.0,6.0,4.0,0.0,BAU Activity
goodwinrachel@example.com,Li-Schwartz Project,20-11-2022,26-11-2022,,Feeling motivated,3.0,,8.0,,1.0,4.0,0.0,BAU Activity
bharrington@example.org,Scott and Sons Project,17-04-2022,23-04-2022,,,1.0,2.0,4.0,,3.0,6.0,1.0,Sales Activity
lestertaylor@example.org,"Chase, Molina and Mccoy Initiative",30-10-2022,05-11-2022,,Excited to get started!,0.0,10.0,4.0,5.0,,,0.0,BAU Activity
dcarpenter@example.net,Hurley Group Project,24-03-2024,30-03-2024,,Feeling optimistic about this project,2.0,4.0,6.0,,4.0,,2.0,Sales Activity
holson@example.com,"Brown, Vasquez and Bush Initiative",20-11-2022,26-11-2022,,Excited to get started!,1.0,4.0,0.0,3.0,6.0,4.0,,Sales Activity
hopkinsedward@example.net,Hernandez-Wells Initiative,10-03-2024,16-03-2024,,,1.0,,5.0,6.0,12.0,4.0,0.0,Sales Activity
fosterrachael@example.org,Patrick Inc Initiative,13-11-2022,19-11-2022,,Feeling motivated,,6.0,,,8.0,6.0,2.0,BAU Activity
vickidunn@example.com,Patrick Inc Initiative,23-07-2023,29-07-2023,,,7.0,4.0,,4.0,4.0,5.0,1.0,BAU Activity
qsanchez@example.net,Butler-Acosta Solution,26-03-2023,01-04-2023,,,9.0,7.0,6.0,7.0,,0.0,9.0,BAU Activity
harriserik@example.net,Henry-Sandoval Project,14-01-2024,20-01-2024,,,4.0,1.0,9.0,,7.0,4.0,2.0,BAU Activity
bassrobin@example.org,Lopez Inc Initiative,22-05-2022,28-05-2022,,,2.0,10.0,,,5.0,4.0,,BAU Activity
stacey49@example.org,Schneider and Sons Solution,07-04-2024,13-04-2024,,Eager to collaborate with the team,,4.0,5.0,12.0,5.0,2.0,1.0,BAU Activity
stacey39@example.org,"Chase, Molina and Mccoy Initiative",23-07-2023,29-07-2023,,Eager to collaborate with the team,,5.0,,4.0,6.0,,7.0,BAU Activity
lacey42@example.com,Lopez Inc Initiative,27-08-2023,02-09-2023,,,1.0,,10.0,,,7.0,3.0,BAU Activity
ballison@example.com,Snow-Lee Project,21-05-2023,27-05-2023,,Feeling optimistic about this project,,4.0,2.0,2.0,4.0,,0.0,BAU Activity
carl77@example.org,Malone-Mcclure Initiative,14-08-2022,20-08-2022,,Excited to get started!,2.0,4.0,2.0,,4.0,6.0,2.0,BAU Activity
zking@example.org,Castillo PLC Solution,07-08-2022,13-08-2022,,,2.0,4.0,,9.0,7.0,2.0,3.0,BAU Activity
robert90@example.com,Ford LLC Solution,13-08-2023,19-08-2023,,Excited to get started!,4.0,9.0,,6.0,,9.0,0.0,BAU Activity
sparker@example.org,Dalton Group Solution,13-08-2023,19-08-2023,,,4.0,,,4.0,5.0,5.0,3.0,BAU Activity
alexandrameyer@example.com,"Adams, Mcgee and Baker Initiative",22-10-2023,28-10-2023,,Ready to dive in,0.0,,6.0,4.0,7.0,6.0,3.0,BAU Activity
jordan71@example.com,Snow-Lee Project,18-06-2023,24-06-2023,,,1.0,5.0,12.0,8.0,8.0,12.0,2.0,BAU Activity
dherrera@example.net,Abbott-Carter Solution,14-08-2022,20-08-2022,,,1.0,5.0,5.0,,2.0,,1.0,BAU Activity
turnertravis@example.org,"Brown, Sims and Davis Initiative",26-06-2022,02-07-2022,,Eager to collaborate with the team,1.0,11.0,3.0,5.0,12.0,2.0,9.0,Sales Activity
millershirley@example.net,Abbott-Carter Solution,27-08-2023,02-09-2023,,,,3.0,,9.0,7.0,4.0,0.0,Sales Activity
jperkins@example.com,Castillo PLC Solution,11-06-2023,17-06-2023,,,,5.0,9.0,0.0,5.0,6.0,2.0,Sales Activity
tiffany68@example.net,Simpson-Caldwell Project,22-01-2023,28-01-2023,,,3.0,,,8.0,,5.0,0.0,BAU Activity
ybanks@example.net,"Lang, Allen and Hayes Solution",07-08-2022,13-08-2022,,,0.0,6.0,,5.0,5.0,4.0,,Sales Activity
jeffersonsamuel@example.net,Lindsey Inc Initiative,31-12-2023,06-01-2024,,Feeling optimistic about this project,8.0,4.0,5.0,,,6.0,,Sales Activity
dchoi@example.com,Lindsey Inc Initiative,10-04-2022,16-04-2022,,Feeling optimistic about this project,,1.0,3.0,,,6.0,,Sales Activity
andersonjoy@example.net,Ward-Berg Initiative,02-10-2022,08-10-2022,,Feeling motivated,3.0,4.0,,6.0,,3.0,,Sales Activity
davidreyes@example.com,Scott and Sons Project,01-05-2022,07-05-2022,,,2.0,12.0,6.0,4.0,,4.0,0.0,BAU Activity
tnichols@example.org,Castillo PLC Solution,30-10-2022,05-11-2022,,Eager to collaborate with the team,2.0,,5.0,4.0,5.0,11.0,12.0,BAU Activity
erica49@example.com,Austin-Clark Project,19-03-2023,25-03-2023,,Hopeful for a successful outcome,,6.0,6.0,,,4.0,1.0,Sales Activity
austinalexander@example.com,Dalton Group Solution,20-08-2023,26-08-2023,,,1.0,2.0,6.0,5.0,,,,Sales Activity
kimberlystrong@example.com,Castillo PLC Solution,12-02-2023,18-02-2023,,Can't wait to see the end result,0.0,4.0,12.0,9.0,12.0,4.0,8.0,BAU Activity
annette46@example.com,Henry-Sandoval Project,16-10-2022,22-10-2022,,,,6.0,12.0,9.0,6.0,5.0,1.0,BAU Activity
ebaker@example.net,Scott and Sons Project,12-02-2023,18-02-2023,,Feeling motivated,4.0,,5.0,5.0,4.0,11.0,,BAU Activity
katie00@example.org,Martin-Ball Project,03-03-2024,09-03-2024,,,1.0,4.0,,10.0,5.0,3.0,1.0,Sales Activity
jamesbell@example.org,Abbott-Carter Solution,12-11-2023,18-11-2023,,Feeling motivated,1.0,6.0,6.0,4.0,4.0,3.0,0.0,Sales Activity
kmyers@example.org,Schneider and Sons Solution,08-10-2023,14-10-2023,,Eager to collaborate with the team,11.0,5.0,4.0,1.0,6.0,6.0,4.0,BAU Activity
lacevedo@example.org,"Brown, Vasquez and Bush Initiative",24-09-2023,30-09-2023,,,0.0,5.0,5.0,4.0,,5.0,3.0,Sales Activity
fclark@example.org,Li-Schwartz Project,12-02-2023,18-02-2023,,Feeling optimistic about this project,3.0,4.0,3.0,1.0,1.0,,0.0,Sales Activity
cynthia11@example.org,Hurley Group Project,07-04-2024,13-04-2024,,Eager to collaborate with the team,,4.0,11.0,5.0,,5.0,7.0,Sales Activity
wagnerjennifer@example.com,"Chase, Molina and Mccoy Initiative",25-02-2024,02-03-2024,,,1.0,,6.0,,4.0,5.0,3.0,BAU Activity
carpentercatherine@example.com,Lindsey Inc Initiative,05-03-2023,11-03-2023,,,,,5.0,4.0,2.0,,12.0,BAU Activity
schultzdaniel@example.org,Butler-Acosta Solution,03-03-2024,09-03-2024,,Hopeful for a successful outcome,,8.0,4.0,4.0,2.0,5.0,,BAU Activity
danavega@example.net,Li-Schwartz Project,11-09-2022,17-09-2022,,Feeling optimistic about this project,4.0,5.0,6.0,9.0,6.0,,,BAU Activity
jorgegood@example.org,Lindsey Inc Initiative,14-01-2024,20-01-2024,,Feeling optimistic about this project,12.0,,12.0,1.0,11.0,6.0,3.0,BAU Activity
sarahnguyen@example.net,Moreno-Jackson Project,08-05-2022,14-05-2022,,,0.0,6.0,5.0,6.0,2.0,,8.0,Sales Activity
frostnicholas@example.net,Moreno-Jackson Project,07-04-2024,13-04-2024,,Ready to dive in,,5.0,5.0,,4.0,,3.0,Sales Activity
jenniferstevens@example.com,Harris-Nicholson Project,14-08-2022,20-08-2022,,Excited to get started!,2.0,,6.0,,5.0,,7.0,BAU Activity
victoriacampbell@example.net,"Turner, Evans and Reed Solution",24-07-2022,30-07-2022,,Feeling motivated,2.0,6.0,,,6.0,6.0,1.0,BAU Activity
serranomaria@example.org,"Adams, Mcgee and Baker Initiative",29-10-2023,04-11-2023,,,,11.0,,6.0,,8.0,3.0,BAU Activity
dneal@example.net,"Strickland, Roberts and Dixon Solution",08-05-2022,14-05-2022,,,,3.0,8.0,4.0,,,3.0,Sales Activity
sparkskristi@example.com,"Mckinney, Ross and Reed Solution",23-10-2022,29-10-2022,,Excited to get started!,0.0,4.0,6.0,0.0,5.0,10.0,7.0,Sales Activity
vjohnson@example.com,"Jimenez, Mendez and Lewis Initiative",07-08-2022,13-08-2022,,Feeling optimistic about this project,11.0,4.0,2.0,6.0,5.0,6.0,1.0,BAU Activity
alexandra06@example.com,Ward-Berg Initiative,18-12-2022,24-12-2022,,Hopeful for a successful outcome,1.0,,9.0,11.0,1.0,4.0,0.0,BAU Activity
lori26@example.net,Brown Inc Initiative,13-11-2022,19-11-2022,,Excited to get started!,1.0,0.0,4.0,,0.0,5.0,10.0,BAU Activity
esparzalisa@example.com,Simpson-Caldwell Project,06-11-2022,12-11-2022,,,0.0,6.0,,2.0,4.0,9.0,3.0,BAU Activity
nicole35@example.net,"Donovan, Tyler and Cabrera Solution",04-12-2022,10-12-2022,,Ready to dive in,,8.0,,4.0,5.0,,1.0,Sales Activity
santosandrea@example.net,"Adams, Mcgee and Baker Initiative",21-01-2024,27-01-2024,,,0.0,,5.0,,0.0,4.0,8.0,Sales Activity
zhernandez@example.com,Hernandez-Wells Initiative,27-08-2023,02-09-2023,,Feeling optimistic about this project,1.0,5.0,6.0,,5.0,7.0,3.0,BAU Activity
fnixon@example.org,"Austin, Barnes and Marquez Initiative",11-09-2022,17-09-2022,,,0.0,12.0,5.0,4.0,,,4.0,Sales Activity
goodjames@example.com,Herrera Ltd Initiative,18-12-2022,24-12-2022,,Eager to collaborate with the team,,5.0,1.0,,5.0,10.0,0.0,BAU Activity
meganhoward@example.com,"Gonzalez, Anderson and Walsh Project",08-10-2023,14-10-2023,,Feeling optimistic about this project,,5.0,8.0,0.0,4.0,5.0,0.0,BAU Activity
anita31@example.org,"Austin, Barnes and Marquez Initiative",26-02-2023,04-03-2023,,Looking forward to the challenge,3.0,6.0,3.0,4.0,8.0,5.0,8.0,Sales Activity
shawscott@example.org,Greene Inc Initiative,13-08-2023,19-08-2023,,Feeling motivated,,6.0,,4.0,,,0.0,Sales Activity
teresa56@example.net,Love Ltd Solution,14-01-2024,20-01-2024,,,,,6.0,1.0,,5.0,,BAU Activity
michael79@example.net,Stevenson-Johnson Project,18-02-2024,24-02-2024,,Excited to get started!,5.0,,,,4.0,,12.0,Sales Activity
vjohnson@example.com,Castillo PLC Solution,25-02-2024,02-03-2024,,Feeling optimistic about this project,1.0,,,4.0,4.0,6.0,1.0,BAU Activity
alexhood@example.com,Martin-Ball Project,12-03-2023,18-03-2023,,Eager to collaborate with the team,2.0,6.0,,4.0,,5.0,,BAU Activity
stonecindy@example.com,"Adams, Mcgee and Baker Initiative",15-05-2022,21-05-2022,,Ready to dive in,,12.0,5.0,5.0,,,6.0,Sales Activity
karen41@example.net,Hurley Group Project,18-09-2022,24-09-2022,,Excited to get started!,0.0,,6.0,2.0,0.0,6.0,,Sales Activity
uoliver@example.net,Scott and Sons Project,18-06-2023,24-06-2023,,Can't wait to see the end result,2.0,6.0,,6.0,5.0,,0.0,BAU Activity
bsteele@example.org,Hurley Group Project,23-10-2022,29-10-2022,,Hopeful for a successful outcome,9.0,1.0,7.0,7.0,8.0,6.0,2.0,BAU Activity
sparker@example.org,"Adams, Mcgee and Baker Initiative",14-05-2023,20-05-2023,,,,12.0,4.0,,,10.0,,BAU Activity
emily56@example.org,"Sanchez, Jackson and Scott Initiative",10-03-2024,16-03-2024,,Feeling optimistic about this project,,,2.0,,5.0,6.0,,Sales Activity
ericcunningham@example.com,Austin-Clark Project,14-08-2022,20-08-2022,,,9.0,2.0,,5.0,,,,Sales Activity
yjones@example.net,Herrera Ltd Initiative,27-08-2023,02-09-2023,,Eager to collaborate with the team,3.0,5.0,12.0,7.0,3.0,5.0,0.0,Sales Activity
mmacias@example.com,"Turner, Evans and Reed Solution",13-11-2022,19-11-2022,,,,6.0,3.0,,,4.0,4.0,Sales Activity
sarah02@example.org,"Stevens, Andrews and Medina Initiative",05-06-2022,11-06-2022,,,,,5.0,5.0,6.0,0.0,1.0,Sales Activity
lgarcia@example.com,"Turner, Evans and Reed Solution",24-07-2022,30-07-2022,,Feeling motivated,,,11.0,,0.0,0.0,,BAU Activity
wandaferguson@example.net,Schneider and Sons Solution,15-05-2022,21-05-2022,,Feeling optimistic about this project,0.0,6.0,6.0,4.0,7.0,,0.0,BAU Activity
brendasantos@example.com,Lopez Inc Initiative,18-12-2022,24-12-2022,,Feeling optimistic about this project,,6.0,,2.0,,4.0,1.0,BAU Activity
stephanie11@example.net,"Brown, Vasquez and Bush Initiative",30-04-2023,06-05-2023,,,1.0,0.0,7.0,4.0,,10.0,0.0,BAU Activity
gmiller@example.net,Love Ltd Solution,17-07-2022,23-07-2022,,,,4.0,,4.0,,,1.0,Sales Activity
uramirez@example.net,Scott and Sons Project,07-08-2022,13-08-2022,,Feeling motivated,,,5.0,6.0,6.0,6.0,0.0,Sales Activity
mcdonaldnatasha@example.com,Herrera Ltd Initiative,02-04-2023,08-04-2023,,Excited to get started!,,0.0,5.0,,6.0,5.0,,BAU Activity
jacobfranklin@example.org,"Donovan, Tyler and Cabrera Solution",23-04-2023,29-04-2023,,Feeling optimistic about this project,3.0,4.0,4.0,,,6.0,2.0,BAU Activity
mckinneyemily@example.org,Ward-Berg Initiative,24-09-2023,30-09-2023,,Feeling motivated,3.0,11.0,4.0,,0.0,,,BAU Activity
hoffmanjoshua@example.org,Patrick Inc Initiative,24-07-2022,30-07-2022,,,2.0,5.0,4.0,2.0,,,0.0,BAU Activity
weberbryan@example.org,"Adams, Mcgee and Baker Initiative",06-08-2023,12-08-2023,,,,2.0,,,0.0,,,BAU Activity
mirandanichols@example.net,Harris-Nicholson Project,16-04-2023,22-04-2023,,,10.0,4.0,7.0,4.0,6.0,10.0,2.0,Sales Activity
tommymartin@example.net,Hernandez-Wells Initiative,10-04-2022,16-04-2022,,Eager to collaborate with the team,6.0,4.0,11.0,,,,3.0,Sales Activity
calhounjordan@example.org,Lindsey Inc Initiative,16-07-2023,22-07-2023,,Hopeful for a successful outcome,7.0,4.0,5.0,,9.0,9.0,2.0,BAU Activity
chungdaniel@example.com,Malone-Mcclure Initiative,15-01-2023,21-01-2023,,Feeling motivated,,5.0,10.0,6.0,4.0,4.0,3.0,Sales Activity
donnaspence@example.org,"Turner, Evans and Reed Solution",24-03-2024,30-03-2024,,Looking forward to the challenge,0.0,10.0,12.0,,,0.0,12.0,BAU Activity
sally57@example.com,"Brown, Vasquez and Bush Initiative",21-05-2023,27-05-2023,,,1.0,,,,4.0,5.0,,BAU Activity
acevedoamanda@example.org,"Nguyen, Peters and Walker Initiative",22-10-2023,28-10-2023,,Feeling motivated,8.0,,8.0,,7.0,10.0,,Sales Activity
samuelcook@example.org,Martin-Ball Project,31-03-2024,06-04-2024,,Eager to collaborate with the team,10.0,6.0,6.0,,4.0,4.0,2.0,BAU Activity
jasonnguyen@example.net,Meyers-Nunez Project,04-06-2023,10-06-2023,,,,,4.0,12.0,1.0,4.0,,Sales Activity
danny53@example.com,"Lang, Allen and Hayes Solution",16-10-2022,22-10-2022,,Ready to dive in,,8.0,6.0,6.0,4.0,4.0,,Sales Activity
luis54@example.com,Harris-Nicholson Project,30-07-2023,05-08-2023,,Feeling motivated,,,4.0,4.0,,8.0,,BAU Activity
nathanielfowler@example.org,Snow-Lee Project,25-12-2022,31-12-2022,,Hopeful for a successful outcome,0.0,8.0,6.0,,11.0,2.0,3.0,Sales Activity
jclark@example.org,Taylor LLC Project,12-11-2023,18-11-2023,,Excited to get started!,1.0,,12.0,10.0,5.0,9.0,4.0,Sales Activity
awalsh@example.net,Moreno-Jackson Project,26-02-2023,04-03-2023,,,,,0.0,,5.0,0.0,12.0,BAU Activity
nicole57@example.net,Castillo PLC Solution,31-03-2024,06-04-2024,,Excited to get started!,11.0,4.0,5.0,,,9.0,3.0,BAU Activity
toddochoa@example.org,"Gonzalez, Anderson and Walsh Project",22-05-2022,28-05-2022,,,1.0,5.0,8.0,9.0,3.0,9.0,3.0,BAU Activity
ambersmith@example.net,"Chase, Molina and Mccoy Initiative",19-06-2022,25-06-2022,,Hopeful for a successful outcome,6.0,5.0,,5.0,4.0,,8.0,BAU Activity
gjackson@example.org,Greene Inc Initiative,21-05-2023,27-05-2023,,Feeling motivated,1.0,,3.0,4.0,6.0,9.0,2.0,Sales Activity
ebaker@example.net,Scott and Sons Project,03-07-2022,09-07-2022,,,,5.0,10.0,4.0,7.0,4.0,9.0,BAU Activity
craigsamantha@example.net,Scott and Sons Project,17-03-2024,23-03-2024,,,1.0,,6.0,,12.0,12.0,0.0,BAU Activity
kchambers@example.org,"Brown, Sims and Davis Initiative",10-09-2023,16-09-2023,,,0.0,4.0,4.0,6.0,,,,Sales Activity
kimberly81@example.org,Ford LLC Solution,09-07-2023,15-07-2023,,,0.0,,,5.0,6.0,5.0,1.0,BAU Activity
qsanchez@example.net,Butler-Acosta Solution,29-05-2022,04-06-2022,,,3.0,6.0,12.0,4.0,,4.0,2.0,BAU Activity
lucassteven@example.net,Love Ltd Solution,29-05-2022,04-06-2022,,,3.0,,5.0,1.0,0.0,0.0,,Sales Activity
nicole57@example.net,Castillo PLC Solution,22-05-2022,28-05-2022,,Feeling motivated,3.0,3.0,0.0,,,,,BAU Activity
katherine93@example.net,"Stevens, Andrews and Medina Initiative",12-03-2023,18-03-2023,,,2.0,,4.0,,2.0,0.0,,BAU Activity
laurajackson@example.org,Castillo PLC Solution,12-02-2023,18-02-2023,,Hopeful for a successful outcome,3.0,1.0,,4.0,,5.0,0.0,BAU Activity
bakergabrielle@example.net,Snow-Lee Project,30-07-2023,05-08-2023,,,12.0,,10.0,2.0,2.0,4.0,,BAU Activity
marissabender@example.net,Castillo PLC Solution,03-09-2023,09-09-2023,,,1.0,11.0,6.0,4.0,4.0,,7.0,Sales Activity
nicholascain@example.com,"Nguyen, Peters and Walker Initiative",04-02-2024,10-02-2024,,Hopeful for a successful outcome,,4.0,7.0,,,2.0,,Sales Activity
lauren26@example.net,"Diaz, Lam and Maldonado Project",04-12-2022,10-12-2022,,Can't wait to see the end result,1.0,4.0,,,,5.0,,BAU Activity
margaret42@example.com,Li-Schwartz Project,24-12-2023,30-12-2023,,,0.0,5.0,3.0,5.0,7.0,,,Sales Activity
carlrojas@example.com,Henry-Sandoval Project,11-02-2024,17-02-2024,,Ready to dive in,,6.0,9.0,5.0,1.0,,10.0,BAU Activity
tammycaldwell@example.org,Love Ltd Solution,07-08-2022,13-08-2022,,Feeling motivated,3.0,6.0,4.0,1.0,,7.0,,Sales Activity
nicholebrown@example.com,"Donovan, Tyler and Cabrera Solution",18-02-2024,24-02-2024,,,2.0,10.0,,4.0,,5.0,,Sales Activity
